HHID_panel,rel_var1,rel_var2,rel_var3
MAN49,0,100,4.6432614
MAN5,53.846153,0,0
MAN50,29.850746,0,0
MAN52,32.35294,0,0
MAN9,32.653061,0,0
MANAM13,28.571428,66.666672,57.819633
MANAM14,57.142857,0,16.029411
MANAM16,26.470589,0,0
MANAM20,0,13.908741,49.341805
MANAM21,0,0,38.229374
MANAM22,80.736549,0,0
MANAM23,95.061729,0,0
MANAM25,40,0,0
MANAM26,20,0,0
MANAM30,13.333333,26.810911,0
MANAM31,100,57.555378,0
MANAM32,25.423729,0,1.557689
MANAM33,35.714287,67.161804,0
MANAM36,0,75.913933,0
MANAM37,68.965515,0,62.158474
MANAM39,0,32.750507,0
MANAM4,48.54369,100,100
MANAM41,35.294117,0,0
MANAM45,54.838711,85.778786,0
MANAM47,0,87.033401,0
MANAM50,83.333336,16.381546,99.999992
MANAM51,87.5,0,96.79335
MANAM9,29.850746,0,24.773415
NAT10,36.53846,0,0
NAT11,23.529411,33.774551,0
NAT12,100,55.936485,44.574669
NAT14,48.076923,0,0
NAT15,0,27.093596,0
NAT16,71.428574,0,0
NAT17,66.666664,55.536026,58.333332
NAT18,62.5,0,48.704659
NAT19,24.137932,14.307229,0
NAT20,22.413794,0,50.692348
NAT24,45.454544,0,10.529716
NAT26,41.09589,0,0
NAT28,77.777779,36.160713,0
NAT29,47.619049,89.920639,63.583256
NAT33,38.46154,0,24.073183
NAT34,33.333332,77.298851,0
NAT37,12.5,0,56.164379
NAT38,0,15.178572,91.949142
NAT39,100,69.777695,28.718853
NAT41,86.394554,0,61.622429
NAT43,38.46154,0,0
NAT44,0,96.083237,79.895554
NAT45,93.46405,100,57.884537
NAT46,0,0,28.903654
NAT47,29.824562,55.555553,76.92308
NAT48,40,16.035896,99.999992
NAT49,60,0,0
NAT5,100,0,64.836723
NAT50,30.76923,0,0
NAT51,100,83.245522,82.352943
NAT6,0,0,3.6065574
NAT7,0,5.7793345,50.244156
NAT9,100,18.501171,0
ORA10,18.518518,0,0
ORA12,100,0,0
ORA14,0,90.90329,0
ORA15,99.009903,7.7122483,63.542423
ORA17,0,93.431732,0
ORA18,57.575756,8.1196585,61.241867
ORA21,11.764706,0,0
ORA22,43.023254,27.277628,0
ORA23,47.727272,100,20
ORA25,76.271187,0,71.002129
ORA26,42.857143,0,0
ORA27,18.181818,0,0
ORA28,66.666664,0,0
ORA30,78.846153,89.533234,87.778267
ORA33,47.058823,0,0
ORA36,100,59.467918,0
ORA38,39.130436,100,0
ORA40,0,0,28.971964
ORA44,85.333336,92.585365,95.573143
ORA46,0,18.479532,0
ORA47,39.370079,0,74.621216
ORA51,100,100,0
ORA52,100,0,0
ORA8,100,93.179581,41.979122
ORA9,51.612904,95.245262,97.57576
SEM1,96.774193,0,0
SEM10,86.36364,100,1.2943432
SEM13,5.8823528,0,0
SEM15,61.53846,69.961487,87.44474
SEM16,0,100,41.679447
SEM19,88.259109,0,0
SEM2,25.477707,33.446327,0
SEM22,72.5,0,0
SEM26,57.142857,18.220947,0
SEM27,92.59259,0,0
SEM28,0,30.481281,92.031876
SEM29,51.282051,8.9306698,58.720242
SEM30,76.712326,53.754673,72.755905
SEM31,80.582527,0,0
SEM32,41.860466,3.5573123,5.3763442
SEM34,73.91304,0,0
SEM36,2.7027028,0,0
SEM37,0,100,97.255363
SEM39,57.8125,0,0
SEM40,29.629629,68.015167,23.809525
SEM41,0,88.197029,0
SEM42,0,0,90.919952
SEM44,0,89.723595,0
SEM47,61.47541,70.652176,0
SEM48,13.69863,0,0
SEM49,78.947365,0,0
SEM7,41.666668,66.678375,0
SEM8,0,89.766319,0
SEM9,38.333332,0,20.231215
