HHID_panel,rel_var1,rel_var2,rel_var3
MANAM51,81.25,69.500534,3.206651
MANAM8,100,100,94.597069
MANAM9,53.731342,96.936867,100
NAT1,100,78.026215,33.827892
NAT10,71.153847,76.33873,56.25
NAT11,100,100,31.40794
NAT12,100,73.763985,75.349716
NAT13,100,100,100.00001
NAT15,79.166664,46.798027,65.614029
NAT16,100,100,17.155756
NAT17,33.333332,0,55.572594
NAT18,100,66.666664,100
NAT19,100,14.307229,39.799931
NAT2,100,90.451134,28.571426
NAT20,87.068962,86.579803,99.999992
NAT24,100,86.950546,43.863049
NAT28,60,49.196426,50
NAT29,100,69.761909,47.030186
NAT32,100,91.566269,70.36689
NAT33,100,100,57.583054
NAT38,100,43.452381,45.974571
NAT39,44.444443,58.148083,57.588726
NAT4,100,100,23.034592
NAT41,91.836731,100,63.955475
NAT43,100,100,99.999992
NAT44,100,76.744186,59.791119
NAT45,6.5359478,28.259111,31.576908
NAT46,100,76.394051,35.016613
NAT47,75.438599,66.666664,100
NAT48,100,93.83535,76.755135
NAT5,100,100,89.010216
NAT50,100,69.174759,70.542633
NAT6,100,100,34.098362
NAT7,100,94.220665,25.601673
NAT9,100,85.245903,43.501484
ORA1,37.5,86.231888,38.857601
ORA10,25.925926,69.174759,59.502071
ORA12,37.5,8.5910654,100
ORA14,43.019943,9.0967131,42.022472
ORA15,40.594059,5.1360984,44.3256
ORA17,100,100,51.636967
ORA18,100,84.401711,72.809212
ORA2,80.645164,100,25.426355
ORA21,88.235291,100,100
ORA22,83.720932,100,83.384613
ORA23,82.954544,100,3.3364
ORA24,100,0,72.687225
ORA25,8.474576,6.7368422,75.906181
ORA26,57.142857,56.515774,75.707901
ORA27,100,0,9.4127798
ORA28,100,0,17.868021
ORA29,100,100,37.874435
ORA30,100,0,11.086862
ORA32,54.545456,0,80.145714
ORA33,100,49.032257,45.951706
ORA35,100,100,28.508772
ORA36,12.5,9.8591547,48.883667
ORA38,39.130436,100,15.288612
ORA39,88.235291,100,87.473763
ORA40,100,53.212051,44.192253
ORA41,76.08696,81.828644,66.457954
ORA43,100,56.268509,22.147652
ORA44,100,22.829268,50.63031
ORA45,100,49.802376,27.012522
ORA46,100,40.760231,29.380413
ORA47,100,90.059479,46.022728
ORA48,100,90.099716,100
ORA49,100,76.240601,20.155039
ORA51,62.857143,0,100
ORA52,100,0,63.247868
ORA8,75.862068,93.179581,24.391186
ORA9,49.308754,42.852844,15.104896
SEM1,100,50,0
SEM10,77.272728,0,40.076698
SEM12,81.818184,100,29.350651
SEM13,29.411764,100,100
SEM15,84.615387,41.335045,27.939877
SEM16,100,22.218323,37.500004
SEM17,46.341465,100,29.376083
SEM18,100,100,53.547768
SEM19,97.975708,100,100
SEM2,100,66.553673,34.793949
SEM20,100,100,35.657894
SEM22,73.75,47.058823,84.210526
SEM25,100,100,81.828323
SEM26,71.428574,81.77906,99.999992
SEM27,100,100,57.199211
SEM29,100,62.867218,96.336311
SEM30,72.602737,46.245331,5.0393701
SEM31,61.165047,100,24.537037
SEM34,68.478264,100,100
SEM35,15.789474,100,45.625984
SEM36,100,100,68.224823
SEM37,100,100,67.601425
SEM39,100,59.957851,58.149776
SEM41,100,100,99.999992
SEM42,83.333336,100,57.825573
SEM43,11.904762,100,40.890686
SEM44,77.777779,100,53.045353
SEM45,100,100,61.536259
SEM46,100,73.408241,100
SEM47,100,100,54.792011
SEM48,86.301369,100,58.199512
SEM49,100,54.151989,36.708858
SEM5,100,50.967743,62.343468
SEM51,93.877548,100,76.130653
SEM52,100,28.452152,67.527496
SEM6,100,80.267418,33.287857
SEM7,100,100,68.65844
SEM8,100,10.233683,49.096992
