HHID_panel,caste,jatis,annualincome1,DSR1,loanamount1,DIR1,villageid1,sizeownland2010,head_edulevel2010,head_occupation2010,wifehusb_edulevel2010,wifehusb_occupation2010,mainocc_occupation2010,yearly_expenses1,assets_noland1,villagearea1,agri2010,nagri2010,shareagri1,sharenagri1,DAR_without1,DAR_with1,ISR1,DSR302010,DSR402010,DSR502010,cro_annualincome1,cro_assets_noland1,cro_loanamount2010,cro_DSR1,cro_DAR_without1,cro_DIR2010,cro_ISR1,cro_DAR_with2010,log_yearly_expenses1,log_annualincome1,log_assets_noland1,log_assets1,log_loanamount1,log_ISR102010,log_ISR1002010,log_ISR10002010,log_ISR100002010,log_ISR2010,log_DAR102010,log_DAR1002010,log_DAR10002010,log_DAR100002010,log_DAR2010,log_DSR102010,log_DSR1002010,log_DSR10002010,log_DSR100002010,log_DSR2010,ihs_ISR2010,ihs_ISR102010,ihs_ISR1002010,ihs_ISR10001,ihs_ISR100002010,ihs_DAR2010,ihs_DAR102010,ihs_DAR1002010,ihs_DAR10001,ihs_DAR100002010,ihs_DSR2010,ihs_DSR102010,ihs_DSR1002010,ihs_DSR10001,ihs_DSR100002010,ihs_loanamount1,ihs_annualincome1,ihs_assets_noland1,annualincome2,DSR2,loanamount2,DIR2,villageid2,yearly_expenses2,assets_noland2,villagearea2,agri2016,nagri2016,shareagri2,sharenagri2,DAR_without2,DAR_with2,ISR2,cro_annualincome2,cro_assets_noland2,cro_loanamount2016,cro_DSR2,cro_DAR_without2,cro_DIR2016,cro_ISR2,cro_DAR_with2016,log_yearly_expenses2,log_annualincome2,log_assets_noland2,log_assets2,log_loanamount2,log_ISR102016,log_ISR1002016,log_ISR10002016,log_ISR100002016,log_ISR2016,log_DAR102016,log_DAR1002016,log_DAR10002016,log_DAR100002016,log_DAR2016,log_DSR102016,log_DSR1002016,log_DSR10002016,log_DSR100002016,log_DSR2016,ihs_ISR2016,ihs_ISR102016,ihs_ISR1002016,ihs_ISR10002,ihs_ISR100002016,ihs_DAR2016,ihs_DAR102016,ihs_DAR1002016,ihs_DAR10002,ihs_DAR100002016,ihs_DSR2016,ihs_DSR102016,ihs_DSR1002016,ihs_DSR10002,ihs_DSR100002016,ihs_loanamount2,ihs_annualincome2,ihs_assets_noland2,annualincome3,DSR3,loanamount3,DIR3,villageid3,yearly_expenses3,assets_noland3,villagearea3,agri2020,nagri2020,shareagri3,sharenagri3,DAR_without3,DAR_with3,ISR3,cro_annualincome3,cro_assets_noland3,cro_loanamount2020,cro_DSR3,cro_DAR_without3,cro_DIR2020,cro_ISR3,cro_DAR_with2020,log_yearly_expenses3,log_annualincome3,log_assets_noland3,log_assets3,log_loanamount3,log_ISR102020,log_ISR1002020,log_ISR10002020,log_ISR100002020,log_ISR2020,log_DAR102020,log_DAR1002020,log_DAR10002020,log_DAR100002020,log_DAR2020,log_DSR102020,log_DSR1002020,log_DSR10002020,log_DSR100002020,log_DSR2020,ihs_ISR2020,ihs_ISR102020,ihs_ISR1002020,ihs_ISR10003,ihs_ISR100002020,ihs_DAR2020,ihs_DAR102020,ihs_DAR1002020,ihs_DAR10003,ihs_DAR100002020,ihs_DSR2020,ihs_DSR102020,ihs_DSR1002020,ihs_DSR10003,ihs_DSR100002020,ihs_loanamount3,ihs_annualincome3,ihs_assets_noland3,cat_income,cat_assets,path_30,path_40,path_50,dummyownland2010
GOV44,Middle,Vanniyar,65,.24550009,76,1.1692308,GOV,,Below primary,Agri casual workers,Primary completed,No occupation,Non-agri casual workers,61.400002,181,Ur,15,50,.23076923,.76923078,.41988954,.41988954,.032307692,0,0,0,40.207256,56.566528,42.358234,.62615794,.74882156,1.0534973,.31849453,.74882156,11.025166,11.082143,12.106253,5.1984968,11.238488,-1.1298649,1.1727202,3.4753053,5.7778902,-3.4324501,1.4348215,3.7374065,6.0399919,8.342577,-.86776358,.89812714,3.2007122,5.5032973,7.8058825,-1.4044579,.032302074,.31770518,1.8890013,4.1686921,6.4710398,.40843835,2.141856,4.4306955,6.7331405,9.0357237,.2430986,1.630388,3.894274,6.1964488,8.4990301,11.931636,11.77529,12.799399,326.39243,.15486225,430.29999,1.3183516,GOV,55.696201,792.97467,Ur,46.13924,280.25314,.14136125,.8586387,.54264027,.39924482,.071306057,68.851494,92.559242,75.495972,.53700936,.81565028,1.0965044,.41467592,.73634231,10.927668,12.695856,13.583547,6.9826632,12.972238,-.33818892,1.9643962,4.2669811,6.5695662,-2.640774,1.6912764,3.9938614,6.2964468,8.5990314,-.61130869,.43736589,2.7399509,5.0425363,7.3451209,-1.8652192,.071245767,.66333336,2.6624243,4.9601779,7.2627139,.51902175,2.3928077,4.6870937,6.9895945,9.2921791,.15424985,1.2214351,3.434139,5.7356935,8.0382681,13.665385,13.389003,14.276693,38.315216,.056737591,22.200001,.57940429,GOV,21.413042,168.04349,Ur,5.2173915,33.097828,.13617021,.86382979,.13210866,.13210866,0,33.71246,55.183243,28.105047,.38425863,.50930399,.83366948,0,.50930399,9.971755,10.553602,12.031978,5.1242228,10.007848,,,,,,.2784546,2.5810397,4.8836246,7.1862097,-2.0241306,-.56673324,1.7358519,4.0384369,6.341022,-2.8693182,0,0,0,0,0,.13172737,1.0912427,3.2756162,5.576786,7.8793573,.056707192,.54064947,2.436676,4.7316618,7.0341702,10.700994,11.24675,12.725125,T2 in.,T2 as.,Never,Never,Never,0
GOV45,Upper,Mudaliar,32,.7215625,70,2.1875,GOV,1,Below primary,Non-agri self-employed,Below primary,Agri casual workers,Non-agri self-employed,56.200001,361.5,Ur,9,23,.28125,.71875,.19363762,.047895998,.1590625,1,1,1,31.74802,71.236534,41.212852,.89692885,.57853538,1.2981235,.54182112,.36316144,10.936672,10.373491,12.798018,7.2872186,11.156251,.46412706,2.7667122,5.0692973,7.3718824,-1.8384581,.66081828,2.9634035,5.2659883,7.5685735,-1.6417668,1.9762487,4.2788339,6.581419,8.8840036,-.32633626,.1583993,1.2440041,3.4608459,5.762454,8.0650291,.19244751,1.4148146,3.6572165,5.9591422,8.2617207,.67024177,2.6741633,4.9720292,7.2745667,9.5771513,11.849398,11.066638,13.491164,108.10126,.0052377512,224.7,2.0786066,GOV,36.455696,270.25317,Ur,0,108.10126,0,1,.83144259,.83144259,0,47.636909,64.653236,60.794975,.17366606,.94032377,1.2762158,0,.94032377,10.503853,11.590824,12.507114,5.599359,12.322521,,,,,,2.1179922,4.420577,6.7231622,9.0257473,-.18459302,-2.9492779,-.64669287,1.6558923,3.9584773,-5.251863,0,0,0,0,0,.75703293,2.8147361,5.1137605,7.4163098,9.718895,.0052377274,.052353591,.50237519,2.3580301,4.6517158,13.015669,12.283971,13.200262,107.6087,.17897421,193,1.7935354,GOV,45.108696,273.26086,Ur,0,107.6087,0,1,.70628476,.70628476,.12886143,47.564445,64.892197,57.789967,.56354702,.89055336,1.2149824,.50509644,.89055336,10.71683,11.586257,12.518182,5.6104269,12.170445,.25356743,2.5561526,4.8587375,7.1613226,-2.0490177,1.9548483,4.2574334,6.5600185,8.8626032,-.34773678,.58207154,2.8846567,5.1872416,7.4898267,-1.7205136,.12850744,1.0714899,3.2508018,5.5518999,7.8544703,.65780765,2.6529698,4.9506307,7.2531662,9.5557508,.17803225,1.3454481,3.5785835,5.8803968,8.1829739,12.863593,12.279404,13.211329,T1 in.,T3 as.,Lasting exit,Lasting exit,Lasting exit,1
GOV46,Upper,Mudaliar,48.5,.94175065,80,1.6494845,GOV,3,Below primary,Agri self-employed,Below primary,Public employment scheme workers (NREGA),Non-agri regular qualified workers,36.200001,321.5,Ur,20,28.5,.41237113,.58762884,.2488336,.022090293,.25314376,1,1,1,36.468166,68.505745,43.088696,.98019385,.62897927,1.1815426,.63259012,.28058675,10.496815,10.789319,12.680753,8.194644,11.289782,.92878735,3.2313724,5.5339575,7.8365426,-1.3737978,.91161424,3.2141993,5.5167842,7.8193693,-1.3909709,2.2425704,4.5451555,6.8477407,9.1503258,-.060014747,.25051522,1.6588439,3.9249096,6.2271085,8.5296898,.24633473,1.6428906,3.9077499,6.2099357,8.512517,.83957958,2.9385245,5.2383308,7.5408878,9.8434725,11.982929,11.482467,13.3739,60.759495,.21558207,31.6,.52008331,GOV,77.468353,90.506332,Ur,0,60.759495,0,1,.34914684,.34914684,.11759021,39.313168,44.89793,31.615183,.59961277,.70415682,.80418807,.48991838,.70415682,11.257625,11.014679,11.413176,4.5054197,10.360912,.16203563,2.4646206,4.7672057,7.0697908,-2.1405494,1.2503223,3.5529075,5.8554926,8.1580772,-1.0522627,.76817155,3.0707567,5.3733416,7.6759267,-1.5344136,.11732089,1.0004542,3.1595709,5.460371,7.762938,.3424162,1.963374,4.2462597,6.5486417,8.8512249,.21394618,1.5112253,3.7644413,6.0664945,8.3690739,11.05406,11.707826,12.106322,130.43478,.15743616,54.299999,.4163,GOV,36.413044,469.29349,Ur,0,130.43478,0,1,.11570586,.11570586,.15743616,50.714382,77.710823,37.867496,.53996819,.48728731,.74668163,.53996819,.48728731,10.502683,11.778628,13.058984,6.1512284,10.90228,.45384982,2.7564349,5.05902,7.3616052,-1.8487352,.14588109,2.4484661,4.7510514,7.0536366,-2.1567039,.45384982,2.7564349,5.05902,7.3616052,-1.8487352,.15679294,1.2353162,3.4505892,5.7521772,8.0547523,.11544922,.98818976,3.1434755,5.4442172,7.7467837,.15679294,1.2353162,3.4505892,5.7521772,8.0547523,11.595427,12.471776,13.752131,T1 in.,T3 as.,Lasting exit,Lasting exit,Lasting exit,1
GOV48,Upper,Mudaliar,62,.23064516,62,1,GOV,5,Below primary,Agri self-employed,High school (8th-10th),No occupation,Agri self-employed,23.200001,150.5,Ur,62,0,1,0,.41196015,.010972481,.15000001,0,0,0,39.578915,53.191898,39.578915,.61326492,.74407792,1,.53132927,.22221239,10.051908,11.034889,11.921719,8.6394997,11.034889,.4054651,2.7080503,5.0106354,7.3132205,-1.89712,1.4157565,3.7183416,6.0209265,8.3235121,-.88682866,.83571023,3.1382954,5.4408803,7.7434654,-1.4668748,.14944312,1.1947632,3.4023068,5.7037935,8.0063677,.40111703,2.1233194,4.4116359,6.7140751,9.0166588,.22864768,1.572848,3.831912,6.1340322,8.4366131,11.728037,11.728037,12.614865,274.81012,0,243.7,.88679415,GOV,61.012661,626.58228,Ur,271.51898,3.2911391,.98802394,.011976047,.38893536,.068881214,0,65.014603,85.570885,62.462376,0,.72994894,.96074384,0,.40992108,11.018837,12.523836,13.348035,8.1713095,12.403693,,,,,,1.358243,3.6608281,5.9634132,8.2659979,-.94434214,,,,,,0,0,0,0,0,.37974256,2.0675216,4.3541403,6.6565619,8.9591455,0,0,0,0,0,13.096841,13.216983,14.041183,12.826087,4.3220339,521.70001,40.674915,GOV,38.043476,713.36957,Ur,10.869565,1.9565216,.84745759,.15254237,.731318,.11276556,.16949151,23.408022,89.352119,80.502052,1.6289061,.90095288,3.4390795,.55341297,.48312423,10.546485,9.4592361,13.477755,8.439537,13.164848,.52763271,2.8302178,5.132803,7.4353881,-1.7749524,1.9896781,4.292263,6.5948482,8.8974333,-.31290689,3.7663112,6.0688963,8.3714809,10.674067,1.463726,.16869032,1.2982395,3.5242341,5.8259587,8.1285353,.6781345,2.6874673,4.9854574,7.2879958,9.5905809,2.1699955,4.4595923,6.7620449,9.0646286,11.367213,13.857995,10.152384,14.170902,T2 in.,T1 as.,New over-indebted,New over-indebted,New over-indebted,1
GOV50,Upper,Mudaliar,44.5,.74726653,60,1.3483146,GOV,,Below primary,Non-agri self-employed,Below primary,Public employment scheme workers (NREGA),Non-agri self-employed,51.400002,337.5,Ur,0,44.5,0,1,.17777778,.17777778,.32499564,1,1,1,35.436707,69.623833,39.148678,.90745515,.56228846,1.1047493,.68753135,.56228846,10.847393,10.703244,12.729321,5.8215656,11.0021,1.1786416,3.4812267,5.7838116,8.0863972,-1.1239436,.57536417,2.8779492,5.1805344,7.4831195,-1.7272209,2.0112517,4.3138371,6.6164217,8.9190073,-.29133335,.31953049,1.8946593,4.1746106,6.4769611,8.7795439,.17685442,1.3395975,3.5718865,5.8736897,8.1762667,.69095898,2.7088461,5.0070286,7.3095694,9.612154,11.695247,11.396392,13.422468,82.025322,.32893693,95.599998,1.1654937,GOV,93.79747,42.721519,Ur,0,82.025322,0,.99999994,2.2377481,2.2377481,.19445871,43.449287,34.958187,45.724884,.69029945,1.3079879,1.0523736,.57935196,1.3079879,11.448894,11.314783,10.662458,3.7547028,11.467928,.66504967,2.9676347,5.2702198,7.5728049,-1.6375355,3.1080551,5.4106402,7.7132254,10.01581,.80547005,1.1906959,3.4932809,5.795866,8.0984516,-1.1118892,.19325356,1.4185759,3.6614425,5.9633737,8.2659521,1.5451707,3.8017013,6.1037922,8.4063721,10.708958,.32327661,1.9061865,4.1866589,6.4890156,8.7915983,12.161076,12.007931,11.355605,104.34782,.084516697,65.099998,.62387502,GOV,27.391304,200.59782,Ur,0,104.34782,0,1,.32452995,.32452995,.084516697,47.07906,58.538567,40.227867,.43884805,.68720281,.85447466,.43884805,.68720281,10.217981,11.555485,12.209057,5.301302,11.08368,-.16822106,2.1343641,4.4369493,6.7395344,-2.4708061,1.1772076,3.4797928,5.7823777,8.0849628,-1.1253774,-.16822106,2.1343641,4.4369493,6.7395344,-2.4708061,.084416397,.76755059,2.8309929,5.1301312,7.4326816,.31908756,1.8932889,4.1731772,6.4755273,8.7781105,.084416397,.76755059,2.8309929,5.1301312,7.4326816,11.776827,12.248632,12.902205,T1 in.,T3 as.,New not over-indebted,Lasting exit,Lasting exit,0
GOV51,Upper,Mudaliar,102,.12481862,38,.37254903,GOV,,High school (8th-10th),Non-agri self-employed,High school (8th-10th),Agri casual workers,Non-agri self-employed,28.200001,135.5,Ur,5,97,.049019609,.95098037,.2804428,.2804428,.036583334,0,0,0,46.723286,51.362534,33.619755,.49975803,.65455794,.71955025,.33196664,.65455794,10.247077,11.532728,11.816727,4.9089718,10.545341,-1.0055774,1.2970077,3.5995929,5.9021778,-3.3081625,1.0311996,3.3337848,5.6363697,7.9389548,-1.2713854,.22169149,2.5242765,4.8268619,7.129447,-2.0808935,.03657518,.35812873,2.008332,4.2929268,6.5953269,.27689108,1.7547172,4.0272498,6.3295202,8.632102,.12449677,1.0464594,3.2190247,5.5200248,7.8225942,11.238488,12.225875,12.509874,54.303799,.032400932,335.39999,6.1763635,GOV,183.5443,597.34174,Ur,0,54.303799,0,.99999994,.56148762,.56148762,.032400932,37.868382,84.218521,69.479126,.31880063,.82498628,1.834753,.31880063,.82498628,12.120212,10.902349,13.300244,6.3924894,12.723079,-1.1269829,1.1756021,3.4781871,5.7807722,-3.4295681,1.7254195,4.0280046,6.3305898,8.6331749,-.57716554,-1.1269829,1.1756021,3.4781871,5.7807722,-3.4295681,.032395266,.31859234,1.8917546,4.1715722,6.4739218,.53552163,2.4264038,4.721231,7.0237379,9.3263216,.032395266,.31859234,1.8917546,4.1715722,6.4739218,13.416226,11.595496,13.993392,250.3261,0,220.2,.87965256,GOV,149.45651,722.28259,Ur,0,250.3261,0,1,.30486682,.19030906,0,63.02343,89.72271,60.386395,0,.67303354,.95815784,0,.57520127,11.914761,12.43052,13.490171,7.0536423,12.302292,,,,,,1.1147048,3.41729,5.7198749,8.02246,-1.1878803,,,,,,0,0,0,0,0,.30033147,1.8337253,4.1107059,6.4130249,8.7156076,0,0,0,0,0,12.995439,13.123667,14.183319,T3 in.,T1 as.,Never,Never,Never,0
GOV52,Upper,Mudaliar,24,1.2727752,70,2.916667,GOV,,Primary completed,Non-agri self-employed,Below primary,Public employment scheme workers (NREGA),Non-agri self-employed,48.400002,498,Ur,0,24,0,1,.14056225,.14056225,.41408807,1,1,1,28.844992,79.264084,41.212852,1.0837203,.51994359,1.4287698,.74535686,.51994359,10.787255,10.085809,13.118356,6.2105999,11.156251,1.4209085,3.7234936,6.0260787,8.3286638,-.88167661,.34048024,2.6430655,4.9456506,7.2482357,-1.9621048,2.5437849,4.8463697,7.1489549,9.45154,.24119969,.40308377,2.1283267,4.4167867,6.7192273,9.0218105,.14010346,1.1412457,3.3374755,5.6388102,7.9413829,1.0617419,3.2384717,5.5395327,7.8421021,10.144688,11.849398,10.778956,13.811502,59.493671,.61738926,133,2.2355318,GOV,103.79747,512.15192,Ur,3.0379748,56.455696,.051063828,.94893616,.25968859,.25968859,.33324727,39.038242,80.007912,51.044685,.85150337,.63799548,1.3075559,.69330162,.63799548,11.550197,10.993626,13.146377,6.2386212,11.798104,1.2037146,3.5062997,5.8088846,8.1114702,-1.0988705,.95431298,3.2568982,5.5594831,7.8620682,-1.3482721,1.8203295,4.1229148,6.4254999,8.7280846,-.48225555,.3273685,1.9186492,4.1996717,6.5020342,8.8046169,.25685495,1.6826247,3.9504158,6.252634,8.5552158,.58367878,2.5199718,4.8161273,7.1186476,9.4212322,12.491252,11.686772,13.839523,273.58694,0,84.199997,.30776322,GOV,94.021744,500.1087,Ur,32.608696,240.97826,.11918952,.8808105,.16836339,.061474487,0,64.917999,79.375801,43.829922,0,.55218238,.67515826,0,.39466774,11.451282,12.519375,13.122581,7.2223277,11.34095,,,,,,.52095449,2.8235397,5.1261249,7.42871,-1.7816306,,,,,,0,0,0,0,0,.16757795,1.2924927,3.5175676,5.8192806,8.1218567,0,0,0,0,0,12.034098,13.212522,13.815728,T1 in.,T3 as.,New not over-indebted,New not over-indebted,New not over-indebted,0
GOV6,Upper,Mudaliar,54,.078306243,42,.77777779,GOV,,Primary completed,Non-agri casual workers,High school (8th-10th),Non-agri self-employed,Non-agri self-employed,41.400002,118.5,Ur,0,54,0,1,.35443038,.35443038,.078306243,0,0,0,37.79763,49.117863,34.760265,.42782432,.70769095,.91964138,.42782432,.70769095,10.631036,10.896739,11.682669,4.7749128,10.645425,-.24454282,2.0580423,4.3606272,6.6632123,-2.547128,1.2653418,3.5679269,5.870512,8.1730967,-1.0372434,-.24454282,2.0580423,4.3606272,6.6632123,-2.547128,.078226432,.71938753,2.7552416,5.0538154,7.35636,.34740031,1.977821,4.2612729,6.5636611,8.8662443,.078226432,.71938753,2.7552416,5.0538154,7.35636,11.338573,11.589887,12.375815,58.227848,.1967952,272.10001,4.6730218,GOV,116.07595,383.79749,Ur,0,58.227848,0,1,.70896769,.70896769,0,38.759388,72.672043,64.800179,.58166307,.89167958,1.6718576,0,.89167958,11.662,10.972119,12.85787,5.9501152,12.513925,,,,,,1.9586397,4.2612247,6.5638099,8.866395,-.34394532,.67699343,2.9795785,5.2821636,7.5847487,-1.6255918,0,0,0,0,0,.6599977,2.656724,4.9544215,7.2569575,9.5595427,.19554658,1.4292107,3.6733706,5.975317,8.2778959,13.207072,11.665266,13.551018,34.510868,.46444726,24.9,.72151184,GOV,45.597824,347.98914,Ur,0,34.510868,0,1,.07155396,.07155396,.071141414,32.557568,70.337761,29.201138,.77442402,.41515592,.89690787,.4143565,.41515592,10.727615,10.44903,12.759927,5.8521714,10.122623,-.3405005,1.9620845,4.2646694,6.5672545,-2.6430857,-.33471838,1.9678668,4.270452,6.5730371,-2.6373034,1.5356778,3.8382628,6.1408482,8.4434328,-.76690727,.071081541,.66199231,2.6601353,4.9578662,7.2604022,.071493044,.66535062,2.6658614,4.9636478,7.2661848,.44918865,2.2402182,4.5315261,6.8339963,9.1365805,10.81577,11.142177,13.453074,T2 in.,T1 as.,New over-indebted,New over-indebted,Never,0
GOV7,Upper,Mudaliar,175,.12080364,42,.23999999,GOV,,Below primary,Non-agri self-employed,Primary completed,Public employment scheme workers (NREGA),Non-agri regular qualified workers,33.599998,284.5,Ur,0,175,0,1,.14762741,.14762741,.022228573,0,0,0,55.934448,65.769936,34.760265,.49434105,.52851301,.62144649,.28117099,.52851301,10.422281,12.072541,12.558489,5.6507335,10.645425,-1.5037917,.79879344,3.1013784,5.4039636,-3.8063767,.38952145,2.6921065,4.9946914,7.297277,-1.9130636,.18899626,2.4915814,4.7941666,7.0967517,-2.1135888,.022226742,.2204947,1.5390784,3.7950313,6.097116,.14709638,1.18153,3.3863988,5.6878505,7.9904242,.12051173,1.0211078,3.1864371,5.4873309,7.7898989,11.338573,12.765689,13.251636,5.0632911,1.8139014,90.599998,17.893499,GOV,26.962025,389.93671,Ur,0,5.0632911,0,1,.2323454,.2323454,1.1889014,17.171608,73.057487,44.913414,1.2195638,.61476815,2.6155624,1.0593723,.61476815,10.202185,8.5297718,12.87374,5.9659843,11.414209,2.4756148,4.7781997,7.0807848,9.3833704,.17302971,.84305483,3.1456399,5.448225,7.7508101,-1.4595302,2.8980651,5.2006502,7.5032353,9.8058205,.59548002,1.0088485,3.170526,5.471365,7.7739325,10.076517,.23030411,1.5795903,3.8392498,6.141377,8.4439573,1.357172,3.5919714,5.893805,8.1963825,10.498967,12.107357,9.2229195,13.566887,34.239132,.095238097,40.700001,1.1886984,GOV,29.347826,66.41304,Ur,0,34.239132,0,1,.61283147,.14340866,0,32.471889,40.496529,34.397865,.45667115,.84940279,1.059312,0,.52342981,10.286974,10.441125,11.103649,5.6482849,10.613983,,,,,,1.8129199,4.1155047,6.4180899,8.7206755,-.4896653,-.048790161,2.2537949,4.5563803,6.8589649,-2.3513753,0,0,0,0,0,.57979661,2.5126581,4.8087187,7.111238,9.4138222,.095094711,.84729785,2.949687,5.2495546,7.5521126,11.307131,11.134272,11.796796,T3 in.,T3 as.,Temporary entrance,Temporary entrance,Temporary entrance,0
KAR10,Middle,Vanniyar,43,.6929819,85,1.9767442,KAR,1,Below primary,Agri self-employed,Below primary,No occupation,Non-agri casual workers,61,126,Ur,18,25,.41860464,.58139533,.67460322,.069331162,.23940469,1,1,1,35.033981,50.13298,43.968296,.88492668,.87703341,1.2550186,.62093228,.41081172,11.018629,10.668956,11.744038,7.1115122,11.350407,.87298524,3.1755702,5.4781556,7.7807403,-1.4295999,1.9089545,4.2115397,6.5141249,8.8167095,-.39363056,1.9358337,4.2384186,6.5410037,8.8435888,-.3667514,.23717484,1.6071459,3.8691535,6.1713071,8.4738874,.63173664,2.6075504,4.9047418,7.2072725,9.5098572,.64690763,2.6341467,4.9316182,7.2341514,9.5367365,12.043553,11.362103,12.437184,73.037979,.64482141,137.2,1.8784747,KAR,42.025318,247.34177,Ur,69.620255,3.4177215,.95320624,.046793759,.55469805,.10888889,.15402946,41.800636,62.77198,51.576443,.86393249,.82164752,1.2338673,.53604501,.47752324,10.646028,11.198735,12.418527,7.1388669,11.829195,.43197373,2.7345588,5.0371437,7.3397288,-1.8706114,1.7132537,4.0158386,6.3184237,8.6210089,-.58933139,1.8638031,4.1663885,6.4689732,8.7715588,-.43878189,.15342681,1.2169088,3.4287579,5.7303019,8.032876,.52959287,2.4144287,4.7090673,7.0115719,9.3141565,.60687721,2.5629094,4.8595958,7.1621213,9.4647055,12.522342,11.891882,13.111673,120.41304,.84284121,302.60001,2.5130169,KAR,29.619564,322.3913,Ur,106.19565,14.217391,.88192815,.11807185,.93861097,.48177212,.52527493,49.380768,68.568993,67.136131,.94460142,.97910339,1.3595603,.80685514,.7839359,10.29619,11.698683,12.683521,6.4426956,12.620167,1.6587516,3.9613366,6.2639217,8.5665073,-.64383346,2.2392309,4.5418162,6.8444009,9.146986,-.063354187,2.1316085,4.4341936,6.7367787,9.0393639,-.1709767,.50370342,2.3608389,4.6545744,6.9570699,9.259654,.83729213,2.9352038,5.2349916,7.5375485,9.8401337,.76577324,2.8282564,5.1273756,7.4299259,9.7325106,13.313314,12.39183,13.376668,T1 in.,T1 as.,Always,Always,Always,1
KAR11,Middle,Vanniyar,126,.0087301591,139,1.1031746,KAR,5,High school (8th-10th),Agri self-employed,Primary completed,No occupation,Non-agri regular qualified workers,103.2,389.5,Ur,30,96,.23809524,.76190478,.35686779,.023601325,.0087301591,0,0,0,50.13298,73.030197,51.801014,.20590839,.70930952,1.0332721,.20590839,.28684381,11.544424,11.744038,12.872619,8.6809263,11.842229,-2.4383867,-.13580146,2.1667836,4.4693685,-4.7409716,1.2721952,3.5747802,5.8773656,8.1799507,-1.0303899,-2.4383867,-.13580146,2.1667836,4.4693685,-4.7409716,.0087300483,.087191075,.78867483,2.8631949,5.1625485,.34969682,1.9844185,4.2681236,6.5705147,8.8730974,.0087300483,.087191075,.78867483,2.8631949,5.1625485,12.535377,12.437184,13.565766,145.56963,.1889234,348.10001,2.3912957,KAR,28.101265,806.70886,Ur,145.56963,0,1,0,.43150634,.089074269,0,52.604584,93.090553,70.34523,.57380182,.75566459,1.3372453,0,.44659868,10.24357,11.88841,13.600718,8.2707748,12.760245,,,,,,1.4621121,3.7646971,6.0672822,8.3698673,-.84047306,.63617152,2.9387565,5.2413416,7.5439267,-1.6664137,0,0,0,0,0,.41912696,2.1684232,4.4579787,6.7604308,9.063015,.18781723,1.3929731,3.6326034,5.9344959,8.2370739,13.453392,12.581557,14.293865,24.72826,1.1155837,102.8,4.157187,KAR,60.326084,677.93481,Ur,13.858696,10.869565,.56043959,.43956044,.151637,.036046807,.43724847,29.133848,87.847481,46.845123,1.037132,.53325516,1.6079277,.75900173,.33033577,11.00752,10.115702,13.426806,7.9557223,11.540541,1.4753314,3.7779164,6.0805016,8.3830872,-.82725364,.41631937,2.7189045,5.0214896,7.3240747,-1.8862658,2.4119627,4.7145481,7.0171328,9.3197184,.10937773,.42439365,2.1813056,4.4711943,6.7736502,9.0762339,.15106182,1.2038095,3.4131372,5.7146478,8.0172215,.96078908,3.1071126,5.4077153,7.7102804,10.012865,12.233687,10.808849,14.119953,T3 in.,T3 as.,New over-indebted,New over-indebted,New over-indebted,1
KAR12,Middle,Vanniyar,50,.65864062,64.5,1.29,KAR,,High school (8th-10th),Non-agri casual workers,High school (8th-10th),Agri casual workers,Non-agri casual workers,34.599998,201.5,Ur,10,40,.2,.80000001,.32009926,.32009926,.25884598,1,1,1,36.840317,58.62619,40.103897,.87006062,.68406111,1.0885872,.63730472,.68406111,10.451609,10.819778,12.213545,5.3057895,11.074421,.9510631,3.253648,5.5562334,7.8588185,-1.3515221,1.163461,3.4660461,5.768631,8.0712166,-1.1391242,1.8850079,4.187593,6.4901781,8.7927628,-.41757724,.25603932,1.6795925,3.9471681,6.2493839,8.5519657,.31487051,1.8801596,4.1594372,6.461781,8.7643633,.61845469,2.5838687,4.8807979,7.1833258,9.4859104,11.767568,11.512925,12.906692,27.341772,1.3333335,86.699997,3.1709719,KAR,51.265823,394.93671,Ur,22.784811,4.556962,.83333331,.16666666,.21952885,.21952885,.24537037,30.126051,73.368423,44.259487,1.1006424,.60324985,1.4691432,.62604761,.60324985,10.84478,10.216171,12.886481,5.9787254,11.370209,.89759856,3.2001836,5.502769,7.8053536,-1.4049865,.78631353,3.0888987,5.3914838,7.6940689,-1.5162716,2.5902672,4.8928523,7.1954374,9.498023,.28768221,.24297263,1.6298985,3.8937459,6.19592,8.4985008,.21780275,1.5277092,3.7825642,6.0846362,8.3872156,1.0986124,3.2848177,5.5860138,7.8885846,10.19117,12.063356,10.909318,13.579628,72.586952,.12543641,45.400002,.62545681,KAR,39.673916,655.70654,Ur,32.282608,40.304348,.44474393,.55525607,.06923829,.06923829,.040314678,41.714417,86.876671,35.674011,.5005812,.4106282,.85519624,.34288967,.4106282,10.588449,11.19254,13.393469,6.4857135,10.723268,-.9084546,1.3941306,3.6967156,5.999301,-3.2110395,-.36761612,1.9349689,4.2375541,6.5401392,-2.6702013,.22662878,2.5292139,4.831799,7.1343842,-2.0759563,.040303767,.39295545,2.1023166,4.3900166,6.6924496,.069183089,.64641523,2.6332908,4.9307532,7.2332869,.12510978,1.0503163,3.2239461,5.5249619,7.8275313,11.416414,11.885688,14.086616,T1 in.,T2 as.,New not over-indebted,New not over-indebted,New not over-indebted,0
