HHID_panel,rel_var1,rel_var2,rel_var3
NAT26,0,31.6,0
NAT28,0,14.107143,38.456093
NAT32,38.709679,0,1.0348071
NAT37,87.5,84.671532,21.917809
NAT38,0,84.821434,0
NAT39,0,30.222305,57.462875
NAT4,21.73913,0,21.38365
NAT43,7.6923075,0,12.452107
NAT44,42.1875,0,0
NAT47,45.614037,0,0
NAT5,0,2.0744154,0
NAT50,53.846153,0,0
NAT51,0,0,.44563282
NAT6,0,0,7.8688526
NAT9,0,81.498825,46.765579
ORA1,0,55.043476,28.399033
ORA10,74.074074,0,0
ORA14,21.367521,0,59.775276
ORA17,0,0,33.775383
ORA18,0,91.880341,0
ORA2,0,0,10.542636
ORA21,0,0,44.489796
ORA22,0,12.991914,16.615385
ORA23,3.409091,0,0
ORA24,11.904762,60.765549,20.088106
ORA25,0,0,1.0127932
ORA26,0,78.189301,0
ORA27,64.935066,0,0
ORA28,11.111111,0,35.279186
ORA30,0,0,.13094719
ORA32,0,0,14.845172
ORA33,0,49.032257,57.954548
ORA35,0,66.691788,0
ORA36,0,30.672926,44.653351
ORA39,0,0,3.7788665
ORA40,0,46.787952,0
ORA41,0,0,26.118069
ORA43,0,75.024673,9.1442957
ORA44,0,0,.32248607
ORA45,0,0,7.6923079
ORA46,14.705882,31.871346,10.859426
ORA47,0,0,.47348484
ORA49,0,57.142857,0
ORA52,0,0,.78347582
ORA8,0,0,25.241592
ORA9,46.082951,0,.65268064
SEM10,0,0,1.2943432
SEM12,0,0,1.2987013
SEM13,85.294121,0,0
SEM15,23.076923,0,0
SEM16,0,0,2.0705523
SEM17,73.170731,0,0
SEM18,52.63158,0,5.8132081
SEM19,0,76.204819,1.3368983
SEM2,0,24.350281,70.839859
SEM20,32.35294,0,0
SEM22,0,0,7.8947368
SEM25,24.324324,0,0
SEM26,14.285714,81.77906,3.2520325
SEM27,7.4074073,0,10.650887
SEM28,52.173912,57.754009,0
SEM29,0,13.396005,0
SEM30,0,0,8.5039368
SEM31,0,45.402302,0
SEM32,0,0,5.3763442
SEM37,0,0,.65632457
SEM39,18.75,26.659641,18.171806
SEM40,18.518518,31.984829,11.904762
SEM41,42.857143,0,0
SEM43,40.476189,0,15.731638
SEM44,0,4.4649186,46.954643
SEM46,0,8.9887638,16.812439
SEM48,47.945206,0,0
SEM49,0,77.705078,0
SEM5,37.5,10.241936,0
SEM51,100,15.763548,62.437187
SEM52,42.857143,0,7.7953129
SEM6,14.285714,3.3225284,3.6834924
SEM7,8.333333,0,12.861921
SEM8,16.666666,10.233683,81.806023
SEM9,33.333332,0,55.202309
